Green_Space_Pct,Bees_Per_m2
5.0,28.980284918067397
5.762711864406779,27.306007413311875
6.525423728813559,34.157317669282115
7.288135593220339,41.5449587994651
8.050847457627118,33.13745263301591
8.813559322033898,35.27314435999983
9.576271186440678,48.28883621507825
10.338983050847457,45.553760917290326
11.101694915254237,40.26789944710215
11.864406779661017,48.475699244566634
12.627118644067796,44.575426046515055
13.389830508474576,46.69714690230727
14.152542372881356,53.078892273464
14.915254237288135,42.28303039645999
15.677966101694915,45.54879808966756
16.440677966101696,54.66017312963891
17.203389830508474,54.09250480341718
17.966101694915253,64.19056874133435
18.728813559322035,58.99253351297444
19.491525423728813,58.10244897842892
20.25423728813559,77.50575702030898
21.016949152542374,69.49279982419942
21.779661016949152,73.38822007558517
22.54237288135593,66.57015495051586
23.305084745762713,73.9879409409845
24.06779661016949,80.05536604673377
24.83050847457627,74.61946226427973
25.59322033898305,85.91520505922655
26.35593220338983,82.19277802997868
27.11864406779661,86.18204089107084
27.881355932203387,86.4575569367931
28.64406779661017,103.3170589375621
29.406779661016948,94.25799970241984
30.169491525423727,90.12831069745103
30.93220338983051,103.54543896414457
31.694915254237287,93.42070081203826
32.45762711864407,104.13453750223192
33.22033898305085,93.25892840926373
33.983050847457626,99.18342607949076
34.7457627118644,110.46930300843506
35.50847457627118,115.85452829353177
36.271186440677965,114.58753172103812
37.03389830508475,115.00102555990784
37.79661016949152,116.02388630104053
38.559322033898304,111.09496975271068
39.32203389830509,117.78262966488599
40.08474576271186,121.47345550983448
40.847457627118644,132.71561471324569
41.610169491525426,130.57018431368195
42.3728813559322,120.06582686443376
43.13559322033898,134.72416483331793
43.89830508474576,132.6047605547902
44.66101694915254,132.98931545579134
45.42372881355932,142.8564984110113
46.1864406779661,147.50803103328076
46.94915254237288,149.04530783334124
47.71186440677966,140.5579151996472
48.474576271186436,145.87353930421475
49.23728813559322,151.8519873680824
50.0,157.85327076273416
